customerID,tenure,MonthlyCharges,ChurnProbability,RiskSegment,ActualChurn,AnnualRevenue,ExpectedRevenueAtRisk,RetentionPriorityScore,RetentionPriority
7817-BOQPW,2,75.55,0.7771719,Critical,1,906.5999999999999,704.5840534329413,58.71533778607845,Urgent
7409-KIUTL,1,71.0,0.8247456,Critical,1,852.0,702.6832473278046,58.55693727731705,Urgent
5380-WJKOV,34,106.35,0.5504162,High,1,1276.1999999999998,702.441118133068,58.536759844422335,Urgent
0679-IDSTG,1,69.25,0.8446109,Critical,1,831.0,701.8716824054718,58.48930686712265,Urgent
8083-YTZES,4,74.35,0.78596985,Critical,1,892.1999999999999,701.2423032045364,58.43685860037803,Urgent
7235-NXZCP,2,74.85,0.7806874,Critical,1,898.1999999999999,701.2134152770042,58.43445127308368,Urgent
9334-GWGOW,7,74.85,0.78028405,Critical,0,898.1999999999999,700.8511311292648,58.404260927438735,Urgent
3422-LYEPQ,1,71.0,0.8182482,Critical,1,852.0,697.1474769115448,58.09562307596207,Urgent
8361-LTMKD,4,74.4,0.7795103,Critical,1,892.8000000000001,695.9468130111695,57.99556775093079,Urgent
3244-DCJWY,1,70.25,0.82530546,Critical,1,843.0,695.7325043678284,57.97770869731903,Urgent
6661-HBGWL,42,104.75,0.5525962,High,1,1257.0,694.6134377717972,57.884453147649765,Urgent
8380-PEFPE,1,71.65,0.8076452,Critical,1,859.8000000000001,694.4133444070817,57.86777870059014,Urgent
9643-AVVWI,3,80.0,0.720638,High,0,960.0,691.8124580383301,57.65103816986084,Urgent
8132-YPVBX,6,85.95,0.6703078,High,0,1031.4,691.3554804682732,57.612956705689435,Urgent
4090-KPJIP,3,74.95,0.76853687,Critical,0,899.4000000000001,691.2220570206642,57.601838085055356,Urgent
1820-TQVEV,1,69.55,0.8255054,Critical,1,834.5999999999999,688.9667866945266,57.41389889121055,Urgent
7198-GLXTC,2,79.0,0.7267404,High,1,948.0,688.9499180316925,57.41249316930771,Urgent
5542-TBBWB,1,69.9,0.8209057,Critical,0,838.8000000000001,688.5756889343262,57.38130741119385,Urgent
9804-ICWBG,1,69.9,0.8209057,Critical,1,838.8000000000001,688.5756889343262,57.38130741119385,Urgent
5376-DEQCP,1,70.6,0.8117684,Critical,1,847.1999999999999,687.7301991462707,57.310849928855895,Urgent
1853-UDXBW,1,70.0,0.818683,Critical,1,840.0,687.6937437057495,57.307811975479126,Urgent
1587-FKLZB,66,99.5,0.5749604,High,1,1194.0,686.5027302503586,57.20856085419655,Urgent
1980-KXVPM,3,75.05,0.76051414,Critical,1,900.5999999999999,684.9190346002578,57.076586216688156,Urgent
4229-CZMLL,6,74.9,0.7619629,Critical,1,898.8000000000001,684.8522460937501,57.071020507812506,Urgent
3716-BDVDB,1,69.1,0.8233436,Critical,1,829.1999999999999,682.7164923906325,56.893041032552716,Urgent
4806-KEXQR,4,79.9,0.7112149,High,1,958.8000000000001,681.9128461360932,56.8260705113411,Urgent
5186-SAMNZ,1,69.5,0.81419533,Critical,1,834.0,679.0389093160629,56.58657577633858,Urgent
7005-CCBKV,6,84.4,0.6670546,High,1,1012.8000000000001,675.5928923606873,56.29940769672394,Urgent
2959-MJHIC,4,80.35,0.7003607,High,1,964.1999999999999,675.2878017783164,56.27398348152637,Urgent
1320-HTRDR,3,75.5,0.74288625,High,1,906.0,673.0549381971359,56.087911516427994,Urgent
8266-VBFQL,4,90.4,0.6193208,High,0,1084.8000000000002,671.8392145156862,55.986601209640504,Urgent
8699-ASUFO,7,74.4,0.7515092,Critical,1,892.8000000000001,670.9474044799805,55.91228370666504,Urgent
5628-FCGYG,21,84.1,0.6630436,High,0,1009.1999999999999,669.1436194896697,55.76196829080581,Urgent
4115-NZRKS,7,89.15,0.6233049,High,0,1069.8000000000002,666.8115857720376,55.5676321476698,Urgent
2077-MPJQO,7,75.4,0.73433733,High,0,904.8000000000001,664.4284160614014,55.36903467178345,Urgent
3030-YDNRM,8,74.85,0.7355553,High,0,898.1999999999999,660.6757625341415,55.05631354451179,Urgent
5159-YFPKQ,2,75.8,0.7233878,High,1,909.5999999999999,657.9935226917266,54.83279355764389,Urgent
9940-RHLFB,1,75.3,0.72744226,High,1,903.5999999999999,657.316830253601,54.77640252113342,Urgent
1379-FRVEB,15,91.0,0.60190153,High,0,1092.0,657.2764720916748,54.7730393409729,Urgent
3199-XGZCY,8,75.25,0.72468704,High,0,903.0,654.3923969864845,54.53269974887371,Urgent
8033-VCZGH,50,103.95,0.5227065,High,0,1247.4,652.0240988731384,54.335341572761536,Urgent
7363-QTBIW,9,79.75,0.68018436,High,0,957.0,650.9364366531372,54.2447030544281,Urgent
9878-TNQGW,2,80.95,0.66840327,High,1,971.4000000000001,649.2869343996049,54.1072445333004,Urgent
9054-FOWNV,22,88.75,0.605757,High,0,1065.0,645.1312029361725,53.760933578014374,Urgent
9851-KIELU,10,110.1,0.48716873,Medium,1,1321.1999999999998,643.6473251581191,53.63727709650993,Urgent
1522-VVDMG,7,89.75,0.597564,High,1,1077.0,643.576408624649,53.63136738538742,Urgent
2227-JRSJX,21,99.15,0.54078895,High,0,1189.8000000000002,643.4306909680367,53.61922424733639,Urgent
6856-RAURS,2,74.9,0.7154814,High,0,898.8000000000001,643.0746827602387,53.58955689668656,Urgent
1833-TCXKK,45,107.75,0.4967369,Medium,0,1293.0,642.2808296978474,53.523402474820614,Urgent
3312-UUMZW,32,98.85,0.5409479,High,0,1186.1999999999998,641.6724157333373,53.47270131111145,Urgent
0023-XUOPT,13,94.1,0.5677378,High,1,1129.1999999999998,641.0895438194274,53.42412865161896,Urgent
2845-HSJCY,14,87.25,0.61198866,High,1,1047.0,640.7521308660507,53.39601090550423,Urgent
3197-ARFOY,19,105.0,0.508182,High,0,1260.0,640.3093063831329,53.35910886526108,Urgent
2057-ZBLPD,21,86.5,0.6162038,High,1,1038.0,639.6195287704468,53.30162739753723,Urgent
0265-PSUAE,16,100.7,0.5266579,High,0,1208.4,636.4133814096451,53.03444845080376,Urgent
8873-GLDMH,6,73.85,0.71068794,High,0,886.1999999999999,629.8116483092308,52.48430402576923,Urgent
9747-DDZOS,1,73.5,0.71283925,High,1,882.0,628.7242147922516,52.393684566020966,Urgent
3908-BLSYF,6,83.9,0.6237028,High,1,1006.8000000000001,627.9440033197403,52.328666943311696,Urgent
6173-GOLSU,67,94.65,0.5525428,High,0,1135.8000000000002,627.5781186819078,52.29817655682564,Urgent
7130-VTEWQ,8,75.75,0.68953145,High,1,909.0,626.7840839624405,52.23200699687004,Urgent
8378-LKJAF,38,101.15,0.5156854,High,0,1213.8000000000002,625.9389136433603,52.16157613694668,Urgent
6377-WHAOX,60,106.15,0.48935467,Medium,0,1273.8000000000002,623.3399787068367,51.94499822556973,Urgent
0979-PHULV,69,99.45,0.51993227,High,1,1193.4,620.4871710777284,51.70726425647736,Urgent
8818-DOPVL,46,104.45,0.494411,Medium,0,1253.4,619.69473695755,51.64122807979584,Urgent
3587-PMCOY,10,98.9,0.5211486,High,0,1186.8000000000002,618.4991846323014,51.54159871935845,Urgent
8541-QVFKM,8,73.5,0.70117396,High,0,882.0,618.4354337453842,51.536286145448685,Urgent
6319-IEJWJ,20,90.2,0.5676583,High,1,1082.4,614.4333495140077,51.2027791261673,Urgent
2737-YNGYW,2,80.55,0.6347303,High,1,966.5999999999999,613.5302881121635,51.12752400934696,Urgent
6376-GAHQE,4,77.85,0.65562725,High,1,934.1999999999999,612.4869775772095,51.04058146476745,Urgent
0524-IAVZO,30,85.0,0.5999588,High,1,1020.0,611.9579529762268,50.996496081352234,Urgent
7912-SYRQT,7,75.1,0.67750263,High,1,901.1999999999999,610.5653720855712,50.880447673797605,Urgent
3672-YITQD,36,84.1,0.6003298,High,1,1009.1999999999999,605.8528506517409,50.48773755431175,Urgent
9685-WKZGT,14,74.95,0.6730812,High,1,899.4000000000001,605.3692485451699,50.44743737876416,Urgent
1956-YIFGE,22,100.05,0.50419503,High,0,1200.6,605.3365584254265,50.44471320211887,Urgent
8393-DLHGA,25,95.9,0.5233742,High,1,1150.8000000000002,602.2990292072298,50.19158576726914,Urgent
7354-OIJLX,9,75.85,0.6607048,High,0,910.1999999999999,601.373501265049,50.11445843875408,Urgent
4919-IKATY,5,84.5,0.5902352,High,1,1014.0,598.4984661340714,49.87487217783928,Urgent
9927-DSWDF,22,104.6,0.47392857,Medium,0,1255.1999999999998,594.8751420021056,49.57292850017547,Urgent
4631-OACRM,15,79.4,0.62167895,High,1,952.8000000000001,592.3357020378113,49.361308503150944,Urgent
2694-CIUMO,12,79.55,0.62037355,High,0,954.5999999999999,592.2085880398749,49.35071566998958,Urgent
7861-UVUFT,15,84.3,0.58030075,High,1,1011.5999999999999,587.0322370290755,48.9193530857563,Urgent
2800-QQUSO,42,100.3,0.48664075,Medium,0,1203.6,585.7208083391189,48.81006736159325,Urgent
4647-MUZON,18,95.95,0.5084313,High,0,1151.4,585.4078165769578,48.783984714746474,Urgent
0258-NOKBL,3,90.4,0.5392368,High,0,1084.8000000000002,584.9640632629396,48.747005271911625,Urgent
4658-HCOHW,21,102.8,0.47080058,Medium,1,1233.6,580.7795937538147,48.39829947948456,Urgent
8212-DJRCH,5,90.35,0.5351604,High,0,1084.1999999999998,580.2209298849104,48.35174415707588,Urgent
0576-WNXXC,27,95.55,0.5054058,High,1,1146.6,579.498271536827,48.291522628068925,Urgent
2604-IJPDU,20,96.55,0.4974745,Medium,0,1158.6,576.3739459633827,48.03116216361523,Urgent
0004-TLHLJ,4,73.9,0.6499351,High,1,886.8000000000001,576.3624700069428,48.0302058339119,Urgent
1867-BDVFH,11,74.35,0.6456739,High,1,892.1999999999999,576.0702277421951,48.00585231184959,Urgent
1112-CUNAO,15,89.85,0.532859,High,1,1078.1999999999998,574.5286033272743,47.87738361060619,Urgent
2761-OCIAX,2,74.7,0.6382504,High,1,896.4000000000001,572.1276680231095,47.67730566859245,Urgent
7928-VJYAB,11,90.6,0.52563065,High,0,1087.1999999999998,571.4656458377838,47.62213715314865,Urgent
5144-TVGLP,38,94.75,0.5005478,High,0,1137.0,569.1228784918785,47.426906540989876,Urgent
5339-PXDVH,4,90.65,0.5214777,High,0,1087.8000000000002,567.2634412765503,47.271953439712526,Urgent
4283-FUTGF,19,79.85,0.59170353,High,1,958.1999999999999,566.9703263998031,47.247527199983594,Urgent
7748-UMTRK,30,101.3,0.4651332,Medium,0,1215.6,565.4159059524536,47.11799216270447,Urgent
1236-WFCDV,14,90.45,0.51925933,High,1,1085.4,563.6040807008744,46.967006725072864,Urgent
2860-RANUS,20,85.8,0.5424144,High,1,1029.6,558.4698938369751,46.53915781974792,Urgent
6712-OAWRH,26,91.25,0.50704086,High,1,1095.0,555.2097398042679,46.267478317022324,Urgent
3627-FHKBK,1,75.3,0.60956675,High,1,903.5999999999999,550.8045136213302,45.900376135110854,Urgent
4301-VVZKA,16,75.4,0.60863745,High,0,904.8000000000001,550.695166683197,45.89126389026642,Urgent
3721-CNEYS,2,70.95,0.64587206,High,1,851.4000000000001,549.8954688906671,45.82462240755558,Urgent
7278-CKDNC,24,80.5,0.5690996,High,0,966.0,549.7502185106277,45.81251820921898,Urgent
0376-YMCJC,23,90.6,0.5046092,High,1,1087.1999999999998,548.6111517906188,45.71759598255157,Urgent
9840-DVNDC,6,80.5,0.564499,High,1,966.0,545.3060538768768,45.4421711564064,Urgent
4873-ILOLJ,24,90.35,0.5015479,High,1,1084.1999999999998,543.7782039284705,45.31485032737255,Urgent
6175-IRFIT,5,78.75,0.57369924,High,0,945.0,542.1457779407501,45.17881482839584,Urgent
4342-HENTK,2,70.65,0.63549143,High,1,847.8000000000001,538.7696349978447,44.89746958315373,Urgent
5889-JTMUL,50,95.05,0.47145462,Medium,1,1140.6,537.7411399841308,44.811761665344235,Urgent
0923-PNFUB,3,83.75,0.5345118,High,1,1005.0,537.1843636035919,44.76536363363266,Urgent
6000-APYLU,9,80.8,0.55335325,High,1,969.5999999999999,536.531311225891,44.710942602157594,Urgent
8058-DMYRU,54,90.05,0.49639666,Medium,0,1080.6,536.4062316656112,44.7005193054676,Urgent
9779-DPNEJ,22,80.15,0.5554522,High,0,961.8000000000001,534.233952498436,44.519496041536335,Urgent
3858-VOBET,23,74.95,0.5936966,High,1,899.4000000000001,533.9707168579102,44.49755973815918,Urgent
9167-APMXZ,22,84.15,0.52415055,High,0,1009.8000000000001,529.2872257590294,44.10726881325245,Urgent
7571-YXDAD,2,74.9,0.58685297,High,1,898.8000000000001,527.4634474039078,43.95528728365898,Urgent
1902-XBTFB,22,89.4,0.48908117,Medium,1,1072.8000000000002,524.6862836122514,43.72385696768761,Urgent
9717-QEBGU,2,70.3,0.621329,High,0,843.5999999999999,524.1531524419784,43.67942937016487,Urgent
6507-ZJSUR,23,90.45,0.4822274,Medium,0,1085.4,523.4096360743047,43.61746967285872,Urgent
6680-WKXRZ,3,74.4,0.5855375,High,1,892.8000000000001,522.767873954773,43.56398949623108,Urgent
1475-VWVDO,7,74.9,0.5809513,High,0,898.8000000000001,522.1590045690536,43.51325038075447,Urgent
8785-CJSHH,60,99.8,0.43470898,Medium,0,1197.6,520.6074776887893,43.383956474065776,Urgent
4937-QPZPO,61,99.9,0.4338941,Medium,0,1198.8000000000002,520.1522444486619,43.34602037072182,Urgent
6077-BDPXA,3,70.15,0.6175418,High,0,841.8000000000001,519.8466788291931,43.32055656909943,Urgent
9979-RGMZT,7,94.05,0.46032512,Medium,0,1128.6,519.5229325532913,43.29357771277427,Urgent
1302-UHBDD,20,89.95,0.48025587,Medium,0,1079.4,518.3881882488728,43.19901568740607,Urgent
9465-RWMXL,32,78.9,0.5449077,High,1,946.8000000000001,515.9186000347138,42.99321666955948,Urgent
6845-RGTYS,47,98.75,0.4346646,Medium,1,1185.0,515.0775593519211,42.92312994599342,Urgent
2919-HBCJO,4,76.65,0.5583155,High,1,919.8000000000001,513.5386111736298,42.79488426446915,Urgent
5228-EXCET,13,80.85,0.5275284,High,1,970.1999999999999,511.8080587148666,42.65067155957222,Urgent
3374-LXDEV,13,89.4,0.4767726,Medium,1,1072.8000000000002,511.4816521167756,42.6234710097313,Urgent
3365-SAIGS,17,83.55,0.50857764,High,0,1002.5999999999999,509.8999467015266,42.49166222512722,Urgent
2754-XBHTB,9,77.65,0.5437537,High,1,931.8000000000001,506.66968234777454,42.22247352898121,Urgent
3877-JRJIP,1,59.85,0.7035875,High,1,718.2,505.316522705555,42.10971022546291,Urgent
3750-CKVKH,2,67.75,0.61678934,High,1,813.0,501.449734210968,41.787477850914,Urgent
3932-CMDTD,4,105.65,0.39495924,Medium,1,1267.8000000000002,500.7293259322644,41.727443827688695,Urgent
4947-DSMXK,34,97.7,0.42687058,Medium,0,1172.4,500.46307325363165,41.7052561044693,Urgent
2187-PKZAY,12,79.95,0.52021986,High,0,959.4000000000001,499.09893604516986,41.591578003764155,Urgent
5461-QKNTN,43,94.3,0.44051504,Medium,0,1131.6,498.4868207931518,41.54056839942932,Urgent
7534-BFESC,24,76.1,0.5441071,High,1,913.1999999999999,496.8785850048065,41.40654875040054,Urgent
5440-VHLUL,69,105.2,0.39294416,Medium,0,1262.4,496.05270395278933,41.33772532939911,Urgent
5226-NOZFC,26,85.75,0.47901192,Medium,0,1029.0,492.90326884388924,41.075272403657436,Urgent
1444-VVSGW,70,115.65,0.35420048,Medium,1,1387.8000000000002,491.5594294309617,40.96328578591347,Urgent
1077-HUUJM,7,71.05,0.5764882,High,0,852.5999999999999,491.513836634159,40.959486386179925,Urgent
0685-MLYYM,2,70.75,0.5787595,High,1,849.0,491.3668082356453,40.94723401963711,Urgent
